age,job,marital,education,balance,housing,loan,y
30,technician,single,secondary,2371,no,no,yes
21,student,single,unknown,53,no,no,yes
27,admin.,single,unknown,861,no,no,yes
56,admin.,married,secondary,602,no,no,yes
66,admin.,married,secondary,4041,no,no,yes
28,unemployed,single,secondary,304,no,no,no
71,retired,divorced,primary,275,no,no,yes
26,services,single,tertiary,12,no,no,yes
30,unemployed,single,tertiary,4082,no,no,no
30,admin.,married,secondary,166,no,no,no
31,management,married,tertiary,1126,no,no,no
31,management,single,tertiary,938,no,no,no
31,management,single,tertiary,4533,no,no,no
62,retired,married,primary,1742,no,no,yes
32,self-employed,single,tertiary,46,yes,no,yes
68,retired,divorced,primary,2027,no,no,yes
37,admin.,married,tertiary,3221,no,no,yes
27,management,single,tertiary,1720,no,no,yes
59,retired,divorced,primary,1194,yes,no,no
35,technician,married,secondary,294,yes,no,no
45,technician,single,tertiary,2033,no,no,yes
51,admin.,married,tertiary,0,yes,yes,no
76,self-employed,married,unknown,4984,no,no,no
27,management,single,tertiary,2786,no,no,no
64,retired,married,secondary,3189,no,no,yes
28,management,single,tertiary,2725,no,no,yes
48,technician,divorced,secondary,1290,no,no,no
38,student,divorced,tertiary,2946,no,no,yes
66,housemaid,married,primary,1230,no,no,yes
30,management,single,tertiary,572,no,no,yes
38,blue-collar,married,primary,1630,yes,no,no
39,technician,single,secondary,1435,no,no,yes
24,technician,single,secondary,403,no,no,yes
30,services,divorced,secondary,436,yes,no,yes
24,unemployed,married,secondary,6,no,no,no
75,retired,married,primary,962,no,no,no
63,retired,married,secondary,23047,no,no,no
49,technician,married,tertiary,1071,no,no,yes
34,management,married,tertiary,3301,yes,no,yes
36,admin.,married,secondary,1031,no,no,yes
46,blue-collar,married,secondary,1723,no,no,yes
32,technician,single,tertiary,705,no,no,yes
52,blue-collar,married,secondary,955,no,yes,yes
53,entrepreneur,married,tertiary,1961,no,no,no
71,retired,married,secondary,29941,no,no,no
25,blue-collar,single,secondary,303,no,no,yes
60,management,married,primary,8334,no,no,no
29,management,single,tertiary,1431,no,no,no
50,admin.,married,secondary,100,yes,no,no
20,student,single,secondary,153,no,no,yes
46,services,married,secondary,0,yes,no,no
61,retired,married,secondary,2011,no,no,no
57,management,divorced,tertiary,3287,no,no,yes
32,admin.,single,secondary,131,yes,no,yes
52,management,married,unknown,1708,no,no,no
32,management,married,tertiary,913,yes,no,no
64,retired,divorced,primary,109,no,no,yes
33,management,single,tertiary,224,no,no,yes
30,blue-collar,single,secondary,315,no,no,yes
36,management,single,tertiary,538,no,no,yes
32,technician,married,tertiary,903,yes,no,no
59,management,married,tertiary,5397,no,no,yes
34,student,single,unknown,5969,no,no,no
25,student,single,secondary,1957,no,no,yes
43,services,married,secondary,774,no,no,yes
75,retired,married,secondary,468,no,no,no
37,self-employed,single,tertiary,1188,no,no,yes
24,student,single,unknown,1082,no,no,no
35,management,married,tertiary,1870,yes,no,no
30,technician,single,secondary,254,yes,yes,no
27,management,single,tertiary,6791,no,no,no
31,technician,married,tertiary,3338,yes,no,no
21,student,single,unknown,762,no,no,no
40,technician,married,secondary,697,no,no,no
53,blue-collar,married,unknown,960,no,yes,no
37,admin.,divorced,secondary,450,yes,yes,no
37,admin.,single,secondary,16,no,no,no
26,student,single,secondary,696,no,no,no
46,blue-collar,married,primary,67,no,no,no
49,management,married,tertiary,1167,yes,yes,yes
42,technician,divorced,tertiary,2611,yes,no,yes
27,blue-collar,single,secondary,3145,no,no,yes
57,unemployed,married,secondary,1350,no,no,no
30,technician,single,secondary,938,no,no,no
45,technician,married,tertiary,1818,yes,yes,no
57,technician,married,secondary,363,no,no,no
33,management,single,tertiary,794,no,no,no
29,technician,single,secondary,825,no,no,yes
27,student,single,secondary,833,no,no,no
37,technician,married,tertiary,122,no,no,yes
30,blue-collar,single,primary,185,no,no,no
35,management,married,tertiary,358,no,no,no
34,services,married,unknown,746,no,no,no
72,retired,married,primary,0,no,no,no
31,services,single,secondary,334,no,no,no
47,management,single,tertiary,334,yes,no,yes
38,management,single,tertiary,623,no,no,yes
48,management,single,tertiary,86,no,no,yes
36,management,married,tertiary,1790,yes,no,no
55,housemaid,divorced,primary,976,no,no,yes
39,technician,single,tertiary,393,no,no,yes
49,admin.,single,secondary,293,no,no,yes
26,management,single,tertiary,222,no,no,yes
37,services,single,secondary,23,yes,no,no
68,retired,divorced,primary,476,no,no,yes
31,student,single,tertiary,4951,no,no,no
22,student,single,secondary,10971,no,no,no
45,management,married,unknown,2724,no,no,yes
57,unknown,married,primary,1884,no,no,no
67,retired,married,primary,2391,no,no,yes
22,housemaid,single,secondary,1796,no,no,yes
60,retired,married,secondary,11,no,no,yes
31,blue-collar,single,secondary,54,yes,no,yes
60,retired,married,secondary,2060,no,no,no
58,blue-collar,married,primary,3109,no,no,yes
41,admin.,married,secondary,3126,yes,no,yes
47,admin.,married,secondary,0,no,yes,no
23,services,single,secondary,488,no,no,yes
30,student,single,secondary,314,no,no,no
39,management,married,tertiary,2939,no,no,no
35,unemployed,married,secondary,978,no,no,yes
33,management,single,tertiary,718,yes,no,yes
29,student,single,secondary,808,no,no,no
33,management,single,tertiary,3143,no,no,yes
45,technician,married,tertiary,2699,yes,no,no
50,technician,married,tertiary,5114,no,no,no
32,technician,divorced,tertiary,3255,no,no,yes
44,blue-collar,single,secondary,276,yes,no,no
27,student,single,secondary,1423,no,no,no
31,management,single,tertiary,1539,yes,no,no
32,student,single,tertiary,64,no,no,yes
33,technician,single,secondary,555,no,no,no
48,admin.,single,secondary,1544,yes,no,yes
19,student,single,secondary,424,no,no,no
41,admin.,single,secondary,985,yes,no,yes
49,housemaid,married,primary,360,no,no,no
77,retired,married,tertiary,1047,no,no,no
43,management,single,tertiary,0,no,no,yes
32,technician,single,tertiary,4071,no,no,yes
39,technician,married,secondary,4861,yes,no,no
21,student,single,secondary,2488,no,no,yes
74,retired,divorced,primary,29080,no,no,yes
72,retired,single,tertiary,1285,no,no,no
39,blue-collar,married,primary,1,yes,no,no
29,services,single,secondary,0,no,no,no
52,management,divorced,tertiary,3,no,no,no
42,technician,married,secondary,2152,no,no,no
32,management,single,tertiary,12569,no,no,yes
63,retired,married,secondary,2896,no,no,yes
19,student,single,secondary,526,no,no,no
37,blue-collar,married,secondary,195,yes,no,no
29,self-employed,single,tertiary,805,no,no,no
53,services,divorced,secondary,36,yes,yes,yes
34,self-employed,single,tertiary,0,yes,no,no
28,student,single,secondary,196,no,no,yes
35,blue-collar,married,secondary,262,no,no,no
31,services,single,secondary,1027,no,no,yes
67,retired,married,tertiary,1948,no,no,no
43,technician,divorced,unknown,4389,no,no,yes
32,self-employed,single,tertiary,4024,yes,no,no
26,blue-collar,single,secondary,463,no,yes,yes
31,student,single,secondary,3511,no,no,yes
45,management,married,secondary,2897,no,no,no
39,management,divorced,tertiary,224,no,no,yes
56,blue-collar,married,primary,1014,no,no,no
35,self-employed,single,tertiary,398,no,no,no
29,technician,single,secondary,738,no,no,no
32,student,single,secondary,61,no,yes,no
28,services,single,secondary,198,no,no,yes
32,blue-collar,single,secondary,1029,no,no,no
30,technician,single,tertiary,0,yes,no,yes
65,retired,divorced,secondary,744,no,no,no
24,admin.,single,tertiary,674,yes,no,yes
32,management,single,tertiary,623,no,no,yes
29,management,single,unknown,560,no,no,no
50,technician,married,tertiary,0,no,yes,no
46,management,divorced,tertiary,558,no,no,yes
30,management,married,tertiary,69,yes,no,no
60,technician,married,secondary,259,no,no,yes
33,blue-collar,single,secondary,688,no,no,no
37,technician,married,secondary,432,yes,no,yes
60,management,divorced,primary,2694,no,no,no
43,technician,married,secondary,69,yes,yes,no
48,management,single,tertiary,159,no,no,yes
52,services,married,secondary,657,no,no,yes
29,management,single,tertiary,1808,no,no,yes
71,retired,divorced,unknown,392,no,no,yes
42,management,married,tertiary,298,no,no,no
47,management,single,tertiary,6651,no,no,yes
70,retired,married,primary,2795,no,no,yes
28,management,single,tertiary,1414,yes,no,yes
70,retired,divorced,secondary,4572,no,no,no
31,self-employed,married,tertiary,2666,no,no,yes
80,retired,married,secondary,668,no,no,yes
29,management,single,tertiary,502,no,no,yes
29,admin.,single,secondary,1992,no,no,no
23,student,single,secondary,1809,no,no,yes
34,services,single,secondary,267,no,no,yes
38,management,married,tertiary,2656,no,no,no
69,retired,married,secondary,2473,no,no,yes
79,retired,divorced,unknown,2628,no,no,no
19,student,single,secondary,372,no,no,yes
59,management,married,secondary,111,no,no,no
27,admin.,single,secondary,914,no,no,no
35,blue-collar,single,unknown,484,no,no,yes
38,admin.,married,secondary,1767,yes,no,yes
32,technician,single,unknown,491,no,no,yes
36,technician,single,secondary,966,no,no,no
43,self-employed,married,tertiary,2501,no,no,no
29,management,single,secondary,966,no,no,no
26,student,single,secondary,1164,no,no,no
50,unknown,married,unknown,558,no,no,yes
27,student,divorced,unknown,383,no,no,no
29,student,married,unknown,2229,no,no,no
27,technician,single,secondary,337,no,no,yes
53,admin.,single,secondary,654,no,no,yes
40,admin.,married,secondary,457,no,no,no
35,admin.,single,tertiary,170,no,no,no
74,retired,married,primary,5539,no,no,no
27,unemployed,single,tertiary,77,no,no,no
35,self-employed,married,tertiary,2427,no,no,yes
50,entrepreneur,divorced,tertiary,315,no,no,no
27,management,single,secondary,843,no,no,no
66,retired,divorced,unknown,53,no,no,yes
43,admin.,single,secondary,386,no,no,yes
25,management,single,tertiary,380,no,no,no
20,student,single,primary,134,no,no,no
30,self-employed,single,tertiary,251,no,no,yes
29,services,single,secondary,102,no,no,no
57,retired,married,secondary,1044,no,no,yes
72,retired,divorced,tertiary,402,no,no,no
36,management,married,tertiary,93,no,no,yes
31,management,single,tertiary,2907,yes,no,yes
55,unknown,married,secondary,1157,no,no,no
72,admin.,married,primary,2321,no,no,no
47,admin.,single,secondary,3696,no,no,yes
80,retired,married,primary,1468,no,no,no
65,retired,divorced,secondary,828,no,no,yes
30,student,single,secondary,459,no,no,no
25,blue-collar,single,secondary,1857,yes,no,yes
33,management,single,tertiary,1962,no,no,yes
29,self-employed,single,tertiary,1579,no,no,yes
79,retired,divorced,primary,2787,no,no,yes
24,student,single,secondary,1123,no,no,yes
27,technician,single,secondary,643,no,no,yes
63,retired,married,tertiary,4692,yes,no,no
36,management,single,unknown,62,no,no,yes
38,self-employed,divorced,tertiary,6447,no,no,no
31,unemployed,married,tertiary,330,no,no,yes
22,student,single,secondary,71,no,no,yes
36,services,married,unknown,618,no,no,yes
40,management,married,tertiary,4539,no,no,yes
25,technician,single,tertiary,160,no,yes,no
31,technician,married,tertiary,2166,no,no,yes
26,blue-collar,single,secondary,2007,no,no,yes
51,management,married,tertiary,3463,no,yes,yes
27,admin.,single,tertiary,4738,no,no,no
46,admin.,divorced,secondary,99,no,no,no
70,retired,divorced,primary,482,no,no,yes
24,student,single,primary,1235,no,no,yes
23,student,single,secondary,1298,no,no,yes
41,technician,single,secondary,5329,no,no,yes
53,technician,married,primary,6181,no,no,yes
30,,single,secondary,1112,no,no,no
86,retired,married,primary,1255,no,no,yes
30,blue-collar,single,secondary,180,no,no,no
27,student,single,unknown,132,no,no,yes
34,technician,single,tertiary,2733,no,no,yes
49,services,married,secondary,725,no,yes,no
68,retired,divorced,secondary,4189,no,no,yes
35,management,married,secondary,724,yes,no,yes
30,admin.,married,secondary,222,no,no,no
28,student,single,secondary,205,no,no,yes
56,blue-collar,married,secondary,813,yes,yes,no
66,retired,married,secondary,154,no,no,yes
36,blue-collar,single,tertiary,1830,no,no,no
30,management,single,tertiary,232,no,no,yes
60,retired,divorced,tertiary,979,yes,no,yes
46,admin.,married,secondary,5021,no,no,yes
47,admin.,married,secondary,3676,no,no,yes
31,technician,single,secondary,2544,no,no,yes
66,retired,married,primary,2173,no,no,no
64,housemaid,married,primary,768,no,no,no
68,retired,married,secondary,2469,yes,no,yes
63,blue-collar,married,secondary,180,no,no,yes
42,unemployed,married,secondary,1289,no,no,yes
57,blue-collar,married,primary,3498,no,no,no
29,student,single,secondary,658,no,no,yes
61,retired,married,secondary,938,no,no,yes
24,technician,single,secondary,3843,no,no,no
45,technician,single,tertiary,1591,no,no,no
60,services,single,secondary,739,no,no,no
35,services,married,secondary,2918,no,yes,yes
38,admin.,single,secondary,4803,no,no,no
58,management,married,tertiary,1318,no,no,no
43,unemployed,married,tertiary,0,no,no,yes
64,retired,married,secondary,588,no,no,yes
26,admin.,married,secondary,2469,no,no,no
22,student,single,primary,423,no,no,yes
49,blue-collar,married,secondary,1946,no,no,yes
52,technician,married,tertiary,2506,no,no,no
46,management,married,secondary,766,yes,no,no
19,student,single,secondary,302,no,no,yes
41,management,divorced,tertiary,4567,yes,yes,no
31,management,divorced,tertiary,414,no,yes,yes
37,management,married,tertiary,0,no,no,yes
48,unemployed,married,secondary,817,no,no,yes
36,management,divorced,tertiary,649,no,no,no
30,management,single,tertiary,1268,no,no,no
42,management,divorced,tertiary,5037,no,no,no
33,technician,married,secondary,183,no,no,yes
30,admin.,married,secondary,1081,no,no,no
51,admin.,married,secondary,423,yes,yes,no
30,self-employed,married,secondary,123,no,yes,no
32,services,married,primary,164,yes,no,no
39,blue-collar,married,secondary,2467,no,no,yes
34,technician,married,secondary,806,no,no,yes
46,technician,married,secondary,9299,no,no,yes
58,blue-collar,divorced,primary,1299,no,no,no
42,management,married,unknown,1519,no,no,yes
60,admin.,married,unknown,478,no,no,yes
36,management,divorced,tertiary,1057,no,no,yes
32,entrepreneur,married,tertiary,762,no,no,yes
45,management,married,tertiary,31472,no,no,yes
44,management,single,tertiary,1090,no,no,yes
73,retired,married,primary,1388,no,no,no
46,blue-collar,married,secondary,6879,no,no,no
57,retired,married,secondary,3738,yes,no,yes
35,management,married,tertiary,2374,yes,yes,no
29,admin.,single,secondary,854,no,no,no
29,admin.,single,secondary,1277,no,no,yes
35,blue-collar,married,secondary,-17,yes,no,no
31,unemployed,divorced,tertiary,756,no,no,yes
47,self-employed,married,secondary,523,no,no,no
41,blue-collar,married,primary,178,yes,no,no
29,management,single,tertiary,2344,yes,no,no
54,blue-collar,married,secondary,1636,no,no,yes
27,admin.,single,secondary,125,no,no,no
49,management,divorced,tertiary,300,no,no,yes
24,admin.,single,secondary,1055,no,no,no
35,admin.,single,secondary,321,no,no,yes
24,student,single,secondary,1234,no,no,yes
34,management,divorced,tertiary,70,yes,no,no
24,admin.,single,secondary,1295,no,no,yes
43,management,married,tertiary,839,no,no,yes
34,unemployed,single,tertiary,1974,no,no,yes
60,unemployed,married,primary,0,no,no,yes
27,admin.,married,tertiary,2855,no,no,yes
54,management,divorced,tertiary,5475,no,no,yes
38,management,married,tertiary,536,yes,no,yes
39,blue-collar,married,primary,558,yes,no,no
41,blue-collar,divorced,secondary,663,yes,no,no
34,technician,single,secondary,1279,yes,no,yes
93,retired,married,unknown,775,no,no,yes
34,technician,single,secondary,1313,no,no,no
42,technician,single,secondary,631,no,no,no
36,management,married,tertiary,203,no,no,yes
33,admin.,single,tertiary,146,no,no,yes
37,technician,single,tertiary,0,yes,no,yes
35,management,married,tertiary,4124,yes,no,yes
